status,class,archetype,title,deck_code,patch,tags,summary,featured_reason,dust_estimate,difficulty,source_type,source_url,wins,losses,game_plan,mulligan,strengths,weaknesses,card_choices,last_reviewed,reviewer,notes
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
candidate,,,,,,,,,,,,,,,,,,,,,,
